encoder,pc1,pc2,pc3,task,brightness
A_recon,-1.431746,0.60990596,0.896222,0.8921069,0.5503378
A_recon,1.2573681,-0.65859896,-1.6995417,0.9047752,0.57372516
A_recon,1.738925,0.31321442,-2.2236362,0.023745794,0.59745836
A_recon,2.3043485,0.042973697,-0.32942984,0.009711635,0.38269773
A_recon,-1.0342536,0.11902356,-1.4381576,0.32699487,0.7188946
A_recon,-1.8329625,-0.6231807,-0.85887647,0.93117845,0.800369
A_recon,-0.8929987,0.51376444,0.99575615,0.7913437,0.47192845
A_recon,-1.7306395,-0.71078855,-1.4376469,0.38685098,0.80967313
A_recon,0.35882616,-2.402458,0.36307383,0.8580108,0.50504774
A_recon,-1.1046281,-0.53222114,-1.7761688,0.30756184,0.7705083
A_recon,-1.9383802,-0.9543782,-1.1182637,0.3474174,0.79879034
A_recon,-0.43578863,0.54673946,0.31479275,0.19047832,0.4967506
A_recon,1.5403051,-0.3599162,0.79596734,0.9595511,0.32001913
A_recon,0.03641653,0.7143319,2.0720484,0.80363065,0.26665348
A_recon,-0.39433575,1.681313,0.90465856,0.4624248,0.38631016
A_recon,-0.18251944,1.8784003,0.06359452,0.26427656,0.447034
A_recon,-0.8584461,0.07578176,-1.1594598,0.9659796,0.7170133
A_recon,1.5826879,-0.14160103,-0.08614391,0.39681998,0.33555973
A_recon,0.19556808,-1.3664448,-0.712506,0.21070556,0.585361
A_recon,-1.1510582,2.034326,-0.6573641,0.4246564,0.5830502
A_recon,0.14222097,-2.1113667,1.734405,0.7191217,0.35811907
A_recon,-3.714478,-0.020730257,0.21404564,0.7706848,0.82512283
A_recon,-0.11481047,1.8946974,-0.9780637,0.10898555,0.5837938
A_recon,-1.6041341,-0.5163586,0.8311204,0.9459308,0.6060248
A_recon,1.068989,-1.6059308,-0.70734274,0.67457074,0.49905974
A_recon,-0.52482367,-0.627281,-0.750836,0.06249576,0.68742335
A_recon,-0.2249546,0.633847,0.7840525,0.83743644,0.42129585
A_recon,-3.187255,-0.6790169,-0.74066377,0.97190374,0.90479726
A_recon,0.8586607,0.4439287,1.7651825,0.83774763,0.24508426
A_recon,1.2510469,0.6067185,0.46094638,0.009784879,0.36784518
A_recon,0.46708536,-1.1065767,-1.4612594,0.47308892,0.59328866
A_recon,1.5364671,-0.19118625,1.1792022,0.5891738,0.21773013
A_recon,0.1641922,-0.13930446,0.15959626,0.8879987,0.5015664
A_recon,-0.70576763,0.23594046,-0.33053213,0.50276047,0.5696538
A_recon,2.1097245,1.6663566,-0.21263638,0.07732382,0.32753903
A_recon,1.0169823,-1.3618562,0.0609833,0.9335255,0.4770791
A_recon,-1.634398,-0.38470972,0.5509834,0.9517358,0.6305288
A_recon,1.452317,-1.6972277,0.89968383,0.48616222,0.29941946
A_recon,2.9519053,-1.0344434,0.038803995,0.053442735,0.2790564
A_recon,-1.365655,0.011926055,2.2527132,0.8388907,0.4179107
A_recon,-2.1118565,-1.1064074,1.3958156,0.7416727,0.5930054
A_recon,-1.616024,1.790647,-0.9679086,0.9712341,0.72105503
A_recon,2.0591242,1.8071065,0.9182764,0.0073136943,0.2194267
A_recon,-1.6196942,0.4065934,1.7177417,0.43549445,0.48741472
A_recon,1.0150878,-0.8087459,0.05935079,0.2838024,0.4025371
A_recon,2.798818,1.1290622,-0.2896279,0.107705094,0.27280486
A_recon,0.4378066,-0.12909359,1.2578012,0.7351346,0.31580022
A_recon,-0.87772036,-0.83471125,-2.0112762,0.34121493,0.7824871
A_recon,1.3013825,-0.93033177,0.1353249,0.03896914,0.43392503
A_recon,-1.7852616,0.42846495,-0.008443803,0.1336268,0.6801353
A_recon,-3.3896146,-0.37838888,0.3517341,0.8060003,0.8034098
A_recon,0.54504585,-0.39755368,1.0223529,0.605871,0.34462097
A_recon,1.0878615,1.6790736,0.4806552,0.21505062,0.311609
A_recon,-3.3471293,-0.55683666,-0.25360718,0.69604224,0.8423121
A_recon,1.4332094,0.47007453,-0.2477687,0.1304048,0.4100726
A_recon,-1.2542939,-2.3722334,-0.316097,0.67318773,0.68817323
A_recon,-3.3332267,0.50114423,-0.15908426,0.65504026,0.7981118
A_recon,-1.3946381,1.631113,-0.72880733,0.0055257315,0.6932423
A_recon,-0.95618916,-1.5020316,-1.2515883,0.5115155,0.7166352
A_recon,-2.7675476,-1.4469337,-0.3440773,0.72631544,0.8237446
A_recon,-2.522953,-0.28881532,1.1364039,0.7585337,0.6244853
A_recon,0.66727734,-1.7524688,-0.2634074,0.7057083,0.49038702
A_recon,-3.8488326,0.1299029,0.53768086,0.8850456,0.81582445
A_recon,-2.946796,0.35385257,0.6898874,0.7562078,0.6987394
A_recon,-0.32611513,-1.5507822,0.59838414,0.9219899,0.5499577
A_recon,-2.4304276,1.0853174,0.7587075,0.414807,0.62148994
A_recon,3.4684434,-0.5771715,-0.033254385,0.034160987,0.23677069
A_recon,0.921752,-0.29267913,-0.21073776,0.18100342,0.45891604
A_recon,0.9488864,0.11313933,0.1208477,0.28778228,0.38634193
A_recon,-0.7522254,1.3087915,-0.7311443,0.041791614,0.6531256
A_recon,-1.876605,1.210201,1.1104122,0.10815954,0.5527516
A_recon,-1.371717,1.007687,1.184813,0.5187791,0.48213395
A_recon,1.1988585,-0.058142602,-2.615174,0.2524894,0.6195229
A_recon,1.9403923,0.7191194,-1.3377229,0.28553513,0.39615014
A_recon,-0.8616557,-1.8647478,0.3499264,0.7414695,0.59419936
A_recon,0.102274895,0.8783339,2.1476116,0.85467964,0.24697155
A_recon,0.5152354,1.5525024,1.1309652,0.8620398,0.30573305
A_recon,-0.72471714,0.7168276,-0.17975888,0.3706216,0.54886854
A_recon,0.45718813,-2.2812614,0.970732,0.7096301,0.412004
A_recon,-0.92179346,-0.4330446,0.90248334,0.85230464,0.5309402
A_recon,-0.32148314,-1.0114522,-0.6788543,0.15095754,0.6427971
A_recon,0.3401909,0.32872388,-1.9910755,0.20055367,0.64635086
A_recon,-1.4302135,-0.31888437,-0.7736187,0.6479603,0.6994537
A_recon,-3.1574488,1.0642679,-0.82702327,0.26555035,0.85040224
A_recon,1.3986511,2.1146433,-0.66154903,0.19267716,0.37872523
A_recon,1.408165,1.892276,0.58428717,0.3675202,0.23442794
A_recon,-0.481462,-1.2184997,-1.9009116,0.015983246,0.8039685
A_recon,-1.0103521,1.3898277,-1.4012475,0.43831927,0.67605424
A_recon,0.9985926,1.737751,-0.9694052,0.04726994,0.49165723
A_recon,-2.374958,0.8974925,-0.8324927,0.24471025,0.7754029
A_recon,1.6788154,-0.106033444,-0.6067288,0.2175422,0.40836507
A_recon,-0.5421667,-1.0326731,-0.15268448,0.32944524,0.5877273
A_recon,-0.86138344,0.5253662,-0.59064525,0.12538996,0.65862393
A_recon,-1.4236565,-1.1692314,-0.019935131,0.4711964,0.6624105
A_recon,1.8883402,-0.21685374,1.6069193,0.6878566,0.15497519
A_recon,1.0651515,1.9777055,0.77983665,0.33892894,0.25712794
A_recon,-1.8889885,0.80320823,0.16246617,0.9271932,0.66051126
A_recon,-0.5320897,0.5580223,-1.0029399,0.8597669,0.64065677
A_recon,1.7073724,0.19219288,-0.98269194,0.30601513,0.4093759
A_recon,1.9372189,0.014851332,-1.1542829,0.038900405,0.479228
A_recon,-0.70644,0.17684573,1.6175609,0.7681917,0.38991836
A_recon,1.8550258,-0.08237958,-2.0223246,0.24001232,0.50146425
A_recon,0.7200775,0.40361974,-0.4935384,0.33216104,0.45536333
A_recon,-1.7833409,-0.48076493,-0.44381493,0.5793352,0.7109178
A_recon,-0.57006025,-1.4996519,-0.7218332,0.9988797,0.69499624
A_recon,1.0790541,1.8646004,0.5978316,0.29967758,0.2705597
A_recon,-0.42897177,0.6779597,-1.1630692,0.468523,0.59478706
A_recon,-0.6853156,-0.5504783,0.5460247,0.6274509,0.52052766
A_recon,-0.65873575,-1.5793045,0.51226985,0.6833724,0.5386093
A_recon,-3.1011987,1.0948148,0.29769528,0.21216619,0.74423677
A_recon,-1.06006,0.5508532,-0.91621125,0.5953218,0.66297483
A_recon,-0.95615387,-1.8947325,-1.3736081,0.5441064,0.7626096
A_recon,0.7846861,-0.89650124,0.07855445,0.6585799,0.4254616
A_recon,2.314141,2.158073,-0.080464005,0.11499698,0.25460953
A_recon,2.290047,0.04336956,0.5006746,0.12629451,0.25521684
A_recon,-2.124342,-0.45043337,0.14958751,0.97552747,0.7100191
A_recon,0.08995056,-2.4778223,0.70867395,0.8213016,0.49358064
A_recon,-1.6043396,-0.7127816,0.36653286,0.8275573,0.62362903
A_recon,-0.61714697,-2.0938694,-0.55002457,0.9341044,0.6925411
A_recon,1.0143421,-0.11801249,1.4300197,0.96064776,0.29770154
A_recon,2.6683009,-0.44929266,0.5541086,0.39348754,0.17439495
A_recon,1.4388831,-1.774189,0.7922721,0.7540672,0.32776707
A_recon,-0.9115782,-2.0337224,-1.2157891,0.6416201,0.74257237
A_recon,-0.0919466,-1.6512358,0.6054231,0.5598503,0.46859837
A_recon,-4.367331,0.6282429,-0.018771112,0.6793484,0.89615566
A_recon,1.6496542,-1.411036,0.16061658,0.31943345,0.3534242
A_recon,-0.811028,-1.9239957,-0.4701431,0.86217874,0.68900806
A_recon,-0.3773713,-0.41989833,-0.63315237,0.40702233,0.59291947
A_recon,3.006435,0.9169016,-0.6881989,0.14817868,0.28217968
A_recon,4.1901913,0.85755503,-0.51969045,0.010980851,0.19248363
A_recon,-2.1830988,-0.47892976,0.6089736,0.6391893,0.6531747
A_recon,1.9733343,0.15619215,-1.5047562,0.2316317,0.45034626
A_recon,-3.4100728,0.11919895,-0.46382987,0.95606554,0.8675615
A_recon,-1.6158433,0.93555427,-0.087111294,0.19500446,0.641239
A_recon,0.11659145,1.5324864,0.4895349,0.3161794,0.37874103
A_recon,-1.6498799,0.08933267,-0.7791544,0.9841317,0.7645395
A_recon,2.067681,-1.1058633,0.9969512,0.5198546,0.20765233
A_recon,-1.9526739,0.57221836,1.1143855,0.9220246,0.5780333
A_recon,0.6412196,-1.7333624,1.0967981,0.7814377,0.3668001
A_recon,2.3636572,1.2484438,0.06417918,0.11896569,0.27521044
A_recon,1.6799269,1.3868946,-1.1877849,0.21598344,0.413726
A_recon,-2.027443,-1.1497264,-1.172528,0.38717756,0.8195152
A_recon,1.1373382,0.10157296,0.55200255,0.88095623,0.362475
A_recon,-3.583613,0.9233891,-0.68408597,0.33398828,0.88442594
A_recon,-0.5011196,0.19496739,-0.019389749,0.46308205,0.50723314
A_recon,-1.1936612,0.2624594,1.7422669,0.4807655,0.41780952
A_recon,0.7274661,2.3987093,1.0415605,0.32475525,0.25335264
A_recon,-0.46746588,-0.9007769,-0.11317119,0.78648525,0.58425766
A_recon,2.3042035,0.23930036,-0.9930326,0.05482673,0.432398
A_recon,2.0527625,1.9887364,0.65981984,0.22591016,0.18440482
A_recon,0.61897993,-1.7993596,1.7545786,0.8250852,0.31125575
A_recon,-0.8468032,-2.302052,0.016214728,0.6163417,0.62749404
A_recon,3.0812821,-1.1842246,0.17947477,0.51182485,0.19750857
A_recon,2.6061115,1.0627685,0.25961083,0.36950797,0.1704851
A_recon,-0.95029116,0.546011,-0.054246932,0.13013957,0.609233
A_recon,-1.100059,-1.87311,-1.0700674,0.4567843,0.7339469
A_recon,1.0810184,0.107595354,-1.7346213,0.98709446,0.5835793
A_recon,-1.7492418,0.10031292,2.0520673,0.5950885,0.46078306
A_recon,-0.12249422,1.1891372,2.0680397,0.57657933,0.2613765
A_recon,2.1241667,1.6209037,1.361044,0.99011856,0.14012064
A_recon,3.7562392,-1.3453796,0.7994386,0.8854034,0.1174964
A_recon,2.5704079,-0.1921342,0.8139714,0.99919933,0.2237227
A_recon,-1.4143167,-1.0837381,-1.0888138,0.95363337,0.7969402
A_recon,-2.5280724,0.0981327,0.49448788,0.66749686,0.67593884
A_recon,-0.88998985,0.37293568,-1.2710685,0.3053122,0.6646433
A_recon,-1.7956867,-1.2058287,0.36657983,0.6281432,0.64761645
A_recon,-0.02613926,-0.5322649,0.18403244,0.34820983,0.48469955
A_recon,0.8026407,-0.38334912,2.0201862,0.81076956,0.24772942
A_recon,1.2509773,1.0838737,-2.0147474,0.13730046,0.5555042
A_recon,-0.9353485,0.036673665,1.4529598,0.46254632,0.43490693
A_recon,-2.1907868,0.6080904,0.84587085,0.840776,0.61112946
A_recon,0.44631815,0.0620915,-1.6664469,0.4545121,0.5966322
A_recon,-0.16170979,-0.5122589,-0.23208278,0.60101783,0.52491045
A_recon,0.36921835,2.2901917,-0.3195963,0.09828294,0.467521
A_recon,3.245961,0.82678676,-1.2332683,0.285105,0.25929618
A_recon,-0.41343212,-1.4951637,-0.946864,0.95448524,0.6900542
A_recon,-1.9082069,-0.47022182,1.6229966,0.65693957,0.5212983
A_recon,0.86053324,1.4804474,-0.34169763,0.36493918,0.3904122
A_recon,-1.8700867,0.52909255,0.13086528,0.51688117,0.64099205
A_recon,-1.2824345,-2.2473476,0.040220857,0.7748686,0.6786471
A_recon,-1.8328586,-0.5450321,1.2287889,0.78747034,0.5580426
A_recon,-2.568068,-0.54789823,-0.30923516,0.82796794,0.79408765
A_recon,1.0893207,1.4835007,-0.2980102,0.2896427,0.37783083
A_recon,0.04276371,1.6108928,0.74571276,0.23830594,0.37827116
A_recon,-0.2729764,-1.8423591,0.19213545,0.6385085,0.53522146
A_recon,0.90889645,-0.9371441,0.69975483,0.52720064,0.34294608
A_recon,0.0019955635,-0.62718016,-0.13625985,0.56488675,0.5002652
A_recon,-3.6264377,1.0100605,0.0107700825,0.21461491,0.82155704
A_recon,0.27310133,0.11755675,-0.34279323,0.31862414,0.48026666
A_recon,0.69878864,-0.46084547,-0.27787703,0.7520532,0.46039855
A_recon,0.9325371,0.35713884,-2.1441462,0.35832325,0.5694313
A_recon,-0.98015785,0.8774148,0.105374694,0.75748557,0.5492365
A_recon,0.89789414,-1.1888492,-1.0618001,0.04664466,0.59519583
A_recon,-1.4877725,-0.3759097,-1.0310159,0.95086616,0.7756227
A_recon,0.48971272,1.4939239,-0.66012627,0.20807303,0.48793745
A_recon,-1.6391821,1.2080271,-0.32023665,0.47820765,0.63977504
A_recon,3.0385952,0.603327,0.87459624,0.92088526,0.12328073
A_recon,1.6080852,2.6746511,0.32661027,0.2534797,0.2320745
A_recon,-1.4506512,-1.1820259,-1.4354095,0.22738427,0.8118338
A_recon,-2.889001,0.7545434,0.7717968,0.9856407,0.6953907
A_recon,0.9030938,-1.2022648,-1.5345067,0.90443015,0.6152124
A_recon,-0.9283929,0.1305894,-1.0242255,0.5322462,0.6553408
A_recon,1.5745785,0.6055668,-1.3050089,0.061021946,0.5094768
A_recon,0.85008574,-2.0582976,0.30891114,0.60466874,0.42931223
A_recon,-1.1197166,2.319956,-1.3391235,0.25157818,0.65431696
A_recon,2.625729,0.013622731,-0.50473416,0.21401048,0.2931491
A_recon,0.030569553,-2.2226112,-0.27073476,0.93214303,0.60440093
A_recon,-1.2721767,-1.4007845,-0.28442967,0.6194233,0.666402
A_recon,1.1507008,-1.8307538,0.84219944,0.44403952,0.3403657
A_recon,1.031774,0.08557606,-0.39711183,0.06265886,0.49416098
A_recon,-3.4494376,0.8681438,-0.69036,0.3716214,0.8515679
A_recon,0.37780666,-1.4170549,1.0107014,0.86398315,0.4217015
A_recon,-0.8231802,1.5980465,-1.4142942,0.3026763,0.6444539
A_recon,0.19111252,1.5133901,1.2227939,0.32279426,0.3100755
A_recon,-0.8087311,1.365381,0.7505436,0.60685605,0.44906238
A_recon,-0.6322026,2.1637661,0.12393814,0.25214067,0.48321486
A_recon,0.74430394,-0.5131618,0.21500361,0.5569348,0.39785102
A_recon,-1.5336356,0.9577302,1.359592,0.76868254,0.4878202
A_recon,0.4191513,0.5521647,1.0166656,0.28667378,0.33421934
A_recon,2.5675836,1.0346773,0.84524584,0.47275087,0.11596434
A_recon,0.56945467,-0.9860484,1.2785121,0.57626736,0.33163017
A_recon,-0.049738884,0.4268867,-1.0736265,0.36333138,0.56881684
A_recon,-1.0007825,1.2004862,-1.1593688,0.22361837,0.67576385
A_recon,2.801993,0.6446922,-1.2373902,0.11440187,0.37564686
A_recon,-1.3260579,1.0867388,0.38664144,0.5654838,0.53909016
A_recon,2.0218828,-1.225132,-0.42064512,0.9374292,0.4224538
A_recon,1.3531406,-0.17029095,0.52827096,0.018766202,0.3786821
A_recon,1.1578174,-0.7811431,0.11054385,0.86566347,0.42106938
A_recon,0.13524628,0.1981529,0.53251994,0.9624731,0.4687828
B_task,-2.2190428,0.20549226,0.42862976,0.5118216,0.81064844
B_task,-0.34266853,-0.79620135,0.3860042,0.9504637,0.48836908
B_task,-0.810843,0.3729362,-0.69164366,0.14415962,0.4231274
B_task,-2.2394142,0.24234504,0.86537004,0.94864947,0.65009093
B_task,2.3262682,0.4043997,-0.038936973,0.31183144,0.33786428
B_task,1.2176356,0.4867369,0.35918403,0.42332646,0.4525682
B_task,-2.3007507,-1.0342922,-0.0911482,0.8277026,0.6967827
B_task,0.8440838,-0.9129951,-0.588356,0.40919915,0.31298563
B_task,0.8128929,-0.9143103,-0.36223707,0.5495937,0.36080056
B_task,-0.021668434,0.026881576,-1.1821508,0.027559113,0.48389158
B_task,-1.5696974,-1.0110524,-0.0859704,0.7535131,0.40939265
B_task,1.9415617,-0.63923734,0.039310455,0.53814334,0.2718878
B_task,-2.059084,0.6656617,0.15275025,0.3297317,0.79660463
B_task,0.16846228,-0.5457549,0.18476844,0.7884287,0.50226665
B_task,-2.625328,-0.043174803,-0.40169364,0.30319482,0.6213484
B_task,-1.455967,-0.002700299,-0.10637003,0.4534979,0.7743644
B_task,-0.51513195,1.0581325,-0.4101432,0.1340417,0.43567002
B_task,-2.68991,-0.0475903,-0.26981443,0.40311298,0.82046795
B_task,-2.293726,0.3703649,-0.50502837,0.20345524,0.7357005
B_task,1.5703549,0.6938942,-0.019979239,0.26231334,0.2747244
B_task,-0.18608236,0.25619894,0.6821126,0.75036466,0.4800237
B_task,-0.102452755,0.23204923,-0.33714765,0.28040877,0.58282375
B_task,4.947231,-0.7723456,-0.14172935,0.485191,0.06104871
B_task,0.9632416,-0.3465683,0.6635113,0.9807372,0.44495624
B_task,1.707231,-0.5446626,0.72185373,0.96165717,0.29128557
B_task,-0.4181533,-0.90128016,-0.190611,0.7247899,0.62857735
B_task,0.099215984,-0.31521887,0.22406256,0.54122686,0.35060543
B_task,-2.5260525,0.0156170875,-0.4736997,0.2768912,0.6741251
B_task,-1.23807,0.74425215,-0.43553644,0.16065201,0.7166146
B_task,-1.3094788,0.6377904,1.2294701,0.9699254,0.615976
B_task,0.976881,-0.039512888,0.27142382,0.5160686,0.4640399
B_task,0.52114487,1.241981,-0.38583508,0.11586561,0.5671049
B_task,-0.66453075,-0.089283854,0.4219767,0.62348974,0.4728398
B_task,-3.3411722,-0.020280436,0.5464405,0.7766831,0.7359159
B_task,2.2831717,-0.35579723,0.3027743,0.6130033,0.43435043
B_task,-0.61809874,0.30374157,1.0748662,0.9172977,0.5513756
B_task,-1.717288,0.6170728,-0.7000497,0.039592877,0.6205679
B_task,-4.4177074,0.137867,0.052171767,0.52858925,0.92139703
B_task,0.44563246,-0.09279741,-0.123939216,0.4593359,0.6056982
B_task,-2.174367,0.020015225,-0.8932679,0.06234958,0.5462784
B_task,2.3574948,-0.68870324,0.06727171,0.64132816,0.28356153
B_task,1.488133,-1.0331237,-0.060360253,0.8526328,0.29263964
B_task,-1.8421621,-0.4831362,-0.23197949,0.59294105,0.8287848
B_task,-0.3739581,0.6395596,-0.17205387,0.26009744,0.47283882
B_task,-1.7038136,-0.6262852,0.37207353,0.83988154,0.5268956
B_task,-0.31054115,-0.2969637,0.11096054,0.50949585,0.39419472
B_task,-1.7059784,0.20658222,0.26156056,0.5108889,0.7357016
B_task,0.08308649,0.34126312,0.66399217,0.7530302,0.5556188
B_task,-0.71365404,0.8266978,-0.4222444,0.14792204,0.4838877
B_task,0.15834332,0.61935085,1.0669762,0.81962675,0.42132172
B_task,2.6603904,-0.6822288,0.1837883,0.6832869,0.18848145
B_task,0.000579834,-0.7660632,0.07100552,0.7870969,0.4315236
B_task,-0.42146206,0.6572131,-0.4382499,0.19161625,0.6729682
B_task,1.3167014,-0.4970522,0.26284158,0.8023642,0.4800049
B_task,-2.2626133,0.14452618,-0.6586484,0.19132392,0.715262
B_task,2.5120687,0.6209533,-0.8511899,0.08155262,0.22803931
B_task,-3.467349,-0.018198967,0.5694213,0.855227,0.8363189
B_task,3.1429443,-0.4741456,0.5582508,0.8612835,0.08773241
B_task,-2.1856365,-0.14875548,0.7775408,0.8765371,0.62719816
B_task,-2.4862108,-0.13313287,-0.17626101,0.47190973,0.8872123
B_task,-1.9806776,0.9239689,0.076180935,0.2740484,0.80319643
B_task,0.17156363,1.7413116,0.0005617738,0.0070918286,0.62138057
B_task,1.5697541,-0.21672224,0.413113,0.6457209,0.3278901
B_task,-1.3686123,-0.60430217,0.088241816,0.71990937,0.52113175
B_task,-3.146987,0.2602617,0.73284876,0.8355692,0.82879657
B_task,1.9039197,0.5591795,0.05806446,0.28187782,0.2026937
B_task,-1.8318863,0.8203665,-0.1964032,0.21521817,0.80443996
B_task,2.1450105,-0.41809982,0.3506819,0.6393314,0.16294104
B_task,0.6920481,0.3678459,0.7174883,0.80505484,0.467187
B_task,-1.7090979,-0.56899077,0.17387879,0.96367085,0.8021586
B_task,-0.16713762,1.0935272,-0.27150828,0.15052482,0.6085344
B_task,1.8497462,0.24317157,0.37697482,0.4822124,0.2147434
B_task,1.0412064,-1.5586605,-0.25856757,0.89471585,0.3554907
B_task,1.193675,-0.4749562,-0.28887433,0.42271692,0.40565404
B_task,2.10924,-0.2880604,0.17766267,0.58950204,0.3758801
B_task,-3.0864573,0.29620698,-0.7595772,0.024490677,0.7159153
B_task,-3.2371883,-0.31630245,0.0032281876,0.6734599,0.8616561
B_task,0.65678215,-1.0826592,0.07902074,0.9190886,0.4903236
B_task,-1.2351708,-1.3495986,-0.31295693,0.8268253,0.4347606
B_task,-2.2066278,-0.5620909,0.270604,0.8855203,0.72748685
B_task,-2.4182148,-0.24541,0.15519494,0.6603554,0.74996954
B_task,-0.4239745,0.52889055,-0.31938115,0.24555227,0.7090832
B_task,2.4363527,-1.1925616,-0.21772218,0.768517,0.18788184
B_task,0.8622594,1.6797338,0.27756763,0.21167475,0.5545973
B_task,-1.9390192,-0.18807243,0.5804547,0.8312748,0.6964729
B_task,-2.3040113,0.18296602,-0.9860999,0.06271792,0.6445607
B_task,-0.43588543,-1.2415522,-0.3117811,0.8254878,0.3759468
B_task,1.5270743,1.5820469,0.14712638,0.16450727,0.38897064
B_task,-0.11318874,-0.37017578,-0.39417285,0.37514699,0.54481864
B_task,0.4696498,-0.3554542,-0.58968997,0.31673816,0.5133705
B_task,2.9526706,-0.5146643,0.15478343,0.69133705,0.30820918
B_task,2.2535963,1.2347528,-0.01316458,0.17857188,0.25442857
B_task,1.8833332,-0.26196045,-0.21778953,0.39625615,0.3420941
B_task,-0.12819481,0.8165126,-0.7088561,0.005824595,0.43022165
B_task,1.8565483,-0.49106476,-0.79567206,0.2624947,0.26238862
B_task,2.907824,-0.04187198,0.081030846,0.4211888,0.27819157
B_task,-2.9312868,0.57052904,-0.58194053,0.10592124,0.7528623
B_task,-2.7588453,-0.038839146,0.2568338,0.63315994,0.66714895
B_task,0.5562768,-0.28643867,-0.29190582,0.38042426,0.45531145
B_task,-0.5040293,0.8180537,1.0634595,0.72529393,0.65069985
B_task,-1.7365007,0.2828416,0.5584402,0.653866,0.7133591
B_task,-2.512864,0.594465,0.36483312,0.43122676,0.8018653
B_task,1.2586741,-0.9968346,0.18129086,0.8673205,0.401316
B_task,3.4169505,-0.38279718,0.29385316,0.6321351,0.2647663
B_task,-0.6491051,0.71455264,1.0521299,0.81027436,0.5618135
B_task,-3.2945662,0.567727,0.10097188,0.34179473,0.8374138
B_task,-0.025771618,-0.52562964,0.067477345,0.5436693,0.5407448
B_task,1.4721017,0.4610942,-0.39638028,0.19629689,0.35618836
B_task,-1.122477,-0.4424799,0.54219437,0.9961412,0.60292816
B_task,1.2879553,-0.094199225,-0.5958737,0.24321547,0.4178345
B_task,1.8192701,0.7101194,-0.017521143,0.25686747,0.29669034
B_task,0.53808355,1.2665508,-0.40844488,0.07319007,0.5280289
B_task,1.3007488,0.040768936,-0.4222314,0.2578031,0.2194939
B_task,-4.229335,-0.103644684,0.30632472,0.7631285,0.8624882
B_task,-0.7368555,0.5083098,0.74017715,0.69789356,0.697594
B_task,3.5551114,0.91925144,-0.47435525,0.12867321,0.11702831
B_task,-1.851737,0.15925407,-0.03598237,0.3762385,0.6491248
B_task,0.48651934,-0.4248921,-0.3596989,0.4209214,0.52037746
B_task,0.094995975,-1.0477587,-0.21723819,0.6649842,0.2972662
B_task,1.3488197,0.09533912,0.35192823,0.45592895,0.2459453
B_task,-1.3707571,-0.5613654,-0.1771012,0.58651835,0.7261228
B_task,1.538794,-0.98130006,-0.03122586,0.8396846,0.35696885
B_task,1.0466309,-0.1745442,0.5168866,0.7264736,0.21567783
B_task,2.5611334,0.09567556,-0.108765006,0.36500725,0.3260116
B_task,-1.5761585,-0.001191169,0.098973155,0.4483963,0.6122162
B_task,3.0977829,0.24470666,0.18998104,0.36769956,0.19181421
B_task,-0.32948112,0.93686295,-0.5317982,0.10973466,0.6655213
B_task,0.5386882,0.9399253,-0.18805331,0.20324154,0.40646452
B_task,1.2453094,0.65282834,-0.016447544,0.2838065,0.5482202
B_task,3.9832745,0.3439182,0.10097778,0.31413388,0.21233806
B_task,1.7347035,0.32628447,-0.15990347,0.31304786,0.4664673
B_task,-0.18593836,-0.30384415,0.20272923,0.57669973,0.5278079
B_task,0.09426117,0.54872125,1.2447621,0.97169,0.5452265
B_task,-0.22895241,-0.079987414,0.5371865,0.77466416,0.44975287
B_task,-1.826026,-0.93472296,-0.096377134,0.79113394,0.48267272
B_task,-2.5460052,0.5286817,0.70537496,0.7592685,0.78647417
B_task,1.2544708,-0.5674746,0.15241456,0.5969877,0.37364644
B_task,-1.1773572,-1.4259185,-0.112060785,0.91769224,0.43432412
B_task,0.13316345,-0.5842866,-0.008859217,0.68963015,0.623989
B_task,0.37625265,-0.56064534,-0.06488228,0.50035644,0.4822977
B_task,-1.1367979,-0.28550494,-1.060127,0.07708381,0.43322015
B_task,-0.05727911,0.34540397,0.31697607,0.48844922,0.6746757
B_task,0.6662693,0.65273535,-0.21876901,0.21283099,0.34228423
B_task,-0.6289649,-0.13596642,-0.9548317,0.1326963,0.3757792
B_task,1.4857459,0.110717654,0.36396766,0.50606495,0.27327532
B_task,2.1890545,0.056301177,0.60732603,0.7850853,0.45769525
B_task,0.7537966,0.22743696,-0.20566177,0.29500645,0.5351105
B_task,-0.6061263,-1.2266908,-0.17895359,0.76877177,0.4237919
B_task,1.1647611,-0.042915717,0.25690663,0.5256295,0.5486992
B_task,1.1965709,0.79150933,-0.36376947,0.14904803,0.18812186
B_task,1.7767634,0.039523065,1.000958,0.9649677,0.26846656
B_task,0.90527534,0.107874334,0.013272345,0.4016362,0.49141407
B_task,1.434804,-0.62590635,-0.7495497,0.29523426,0.35852498
B_task,0.8490176,0.053503215,0.63980913,0.8469984,0.40491226
B_task,-2.5040665,0.53173274,-0.57722294,0.12446033,0.85546404
B_task,-0.9065666,-1.0564811,-0.1837312,0.7335905,0.5263744
B_task,0.5037904,1.6216925,0.15584445,0.18782474,0.5878914
B_task,-2.0113382,0.33389187,0.024776042,0.3924918,0.6105763
B_task,-0.12523603,1.1981183,0.107539594,0.23189987,0.49018234
B_task,-0.44551706,0.15731725,0.7997422,0.841228,0.6039676
B_task,0.62235165,0.6675766,0.24507487,0.39007455,0.6461526
B_task,-2.4927607,0.37716168,0.9416293,0.9746928,0.7125945
